,Region/Country/Area,Year,Data,Enrollments (Thousands)
5884,Palau,2014,Gross enrollment ratio - Secondary (male),112.3
5885,Palau,2014,Gross enrollment ratio - Secondary (female),118.3
5886,Panama,2005,Students enrolled in primary education (thousands),430
5887,Panama,2005,Gross enrollement ratio - Primary (male),109.1
5888,Panama,2005,Gross enrollment ratio - Primary (female),105.3
5889,Panama,2005,Students enrolled in secondary education (thousands),256
5890,Panama,2005,Gross enrollment ratio - Secondary (male),65.7
5891,Panama,2005,Gross enrollment ratio - Secondary (female),70.3
5892,Panama,2005,Students enrolled in tertiary education (thousands),126
5893,Panama,2005,Gross enrollment ratio - Tertiary (male),32.1
5894,Panama,2005,Gross enrollment ratio - Tertiary (female),52.5
5895,Panama,2010,Students enrolled in primary education (thousands),440
5896,Panama,2010,Gross enrollement ratio - Primary (male),107.0
5897,Panama,2010,Gross enrollment ratio - Primary (female),103.0
5898,Panama,2010,Students enrolled in secondary education (thousands),284
5899,Panama,2010,Gross enrollment ratio - Secondary (male),69.2
5900,Panama,2010,Gross enrollment ratio - Secondary (female),73.5
5901,Panama,2010,Students enrolled in tertiary education (thousands),139
5902,Panama,2010,Gross enrollment ratio - Tertiary (male),35.1
5903,Panama,2010,Gross enrollment ratio - Tertiary (female),53.7
5904,Panama,2014,Students enrolled in primary education (thousands),427
5905,Panama,2014,Gross enrollement ratio - Primary (male),100.3
5906,Panama,2014,Gross enrollment ratio - Primary (female),97.7
5907,Panama,2014,Students enrolled in secondary education (thousands),312
5908,Panama,2014,Gross enrollment ratio - Secondary (male),72.4
5909,Panama,2014,Gross enrollment ratio - Secondary (female),77.8
5910,Panama,2014,Students enrolled in tertiary education (thousands),145
5911,Panama,2014,Gross enrollment ratio - Tertiary (male),34.5
5912,Panama,2014,Gross enrollment ratio - Tertiary (female),54.8
5913,Panama,2015,Students enrolled in primary education (thousands),418
5914,Panama,2015,Gross enrollement ratio - Primary (male),97.3
5915,Panama,2015,Gross enrollment ratio - Primary (female),94.7
5916,Panama,2015,Students enrolled in secondary education (thousands),317
5917,Panama,2015,Gross enrollment ratio - Secondary (male),73.9
5918,Panama,2015,Gross enrollment ratio - Secondary (female),77.8
5919,Panama,2015,Students enrolled in tertiary education (thousands),157
5920,Panama,2015,Gross enrollment ratio - Tertiary (male),36.8
5921,Panama,2015,Gross enrollment ratio - Tertiary (female),58.0
5922,Papua New Guinea,2005,Students enrolled in primary education (thousands),532
5923,Papua New Guinea,2005,Gross enrollement ratio - Primary (male),61.9
5924,Papua New Guinea,2005,Gross enrollment ratio - Primary (female),52.4
5925,Papua New Guinea,2008,Students enrolled in primary education (thousands),601
5926,Papua New Guinea,2008,Gross enrollement ratio - Primary (male),63.2
5927,Papua New Guinea,2008,Gross enrollment ratio - Primary (female),55.9
5928,Papua New Guinea,2012,Students enrolled in primary education (thousands),"1,427"
5929,Papua New Guinea,2012,Gross enrollement ratio - Primary (male),117.9
5930,Papua New Guinea,2012,Gross enrollment ratio - Primary (female),106.6
5931,Papua New Guinea,2012,Students enrolled in secondary education (thousands),378
5932,Papua New Guinea,2012,Gross enrollment ratio - Secondary (male),45.2
5933,Papua New Guinea,2012,Gross enrollment ratio - Secondary (female),34.0
5934,Paraguay,2005,Students enrolled in primary education (thousands),934
5935,Paraguay,2005,Gross enrollement ratio - Primary (male),113.5
5936,Paraguay,2005,Gross enrollment ratio - Primary (female),110.3
5937,Paraguay,2005,Students enrolled in secondary education (thousands),529
5938,Paraguay,2005,Gross enrollment ratio - Secondary (male),66.0
5939,Paraguay,2005,Gross enrollment ratio - Secondary (female),67.8
5940,Paraguay,2005,Students enrolled in tertiary education (thousands),156
5941,Paraguay,2005,Gross enrollment ratio - Tertiary (male),24.3
5942,Paraguay,2005,Gross enrollment ratio - Tertiary (female),27.5
5943,Paraguay,2010,Students enrolled in primary education (thousands),839
5944,Paraguay,2010,Gross enrollement ratio - Primary (male),105.9
5945,Paraguay,2010,Gross enrollment ratio - Primary (female),101.8
5946,Paraguay,2010,Students enrolled in secondary education (thousands),561
5947,Paraguay,2010,Gross enrollment ratio - Secondary (male),66.5
5948,Paraguay,2010,Gross enrollment ratio - Secondary (female),70.2
5949,Paraguay,2010,Students enrolled in tertiary education (thousands),225
5950,Paraguay,2010,Gross enrollment ratio - Tertiary (male),29.1
5951,Paraguay,2010,Gross enrollment ratio - Tertiary (female),41.2
5952,Paraguay,2012,Students enrolled in primary education (thousands),838
5953,Paraguay,2012,Gross enrollement ratio - Primary (male),107.6
5954,Paraguay,2012,Gross enrollment ratio - Primary (female),104.3
5955,Paraguay,2012,Students enrolled in secondary education (thousands),631
5956,Paraguay,2012,Gross enrollment ratio - Secondary (male),74.2
5957,Paraguay,2012,Gross enrollment ratio - Secondary (female),79.1
5958,Peru,2005,Students enrolled in primary education (thousands),"4,077"
5959,Peru,2005,Gross enrollement ratio - Primary (male),117.0
5960,Peru,2005,Gross enrollment ratio - Primary (female),118.0
5961,Peru,2005,Students enrolled in secondary education (thousands),"2,470"
5962,Peru,2005,Gross enrollment ratio - Secondary (male),86.3
5963,Peru,2005,Gross enrollment ratio - Secondary (female),84.6
5964,Peru,2005,Students enrolled in tertiary education (thousands),908
5965,Peru,2005,Gross enrollment ratio - Tertiary (male),32.8
5966,Peru,2005,Gross enrollment ratio - Tertiary (female),33.6
5967,Peru,2006,Students enrolled in primary education (thousands),"4,026"
5968,Peru,2006,Gross enrollement ratio - Primary (male),116.3
5969,Peru,2006,Gross enrollment ratio - Primary (female),117.3
5970,Peru,2006,Students enrolled in secondary education (thousands),"2,540"
5971,Peru,2006,Gross enrollment ratio - Secondary (male),88.4
5972,Peru,2006,Gross enrollment ratio - Secondary (female),87.7
5973,Peru,2006,Students enrolled in tertiary education (thousands),951
5974,Peru,2006,Gross enrollment ratio - Tertiary (male),33.3
5975,Peru,2006,Gross enrollment ratio - Tertiary (female),35.4
5976,Peru,2010,Students enrolled in primary education (thousands),"3,763"
5977,Peru,2010,Gross enrollement ratio - Primary (male),109.8
5978,Peru,2010,Gross enrollment ratio - Primary (female),111.0
5979,Peru,2010,Students enrolled in secondary education (thousands),"2,675"
5980,Peru,2010,Gross enrollment ratio - Secondary (male),94.5
5981,Peru,2010,Gross enrollment ratio - Secondary (female),94.9
5982,Peru,2014,Students enrolled in primary education (thousands),"3,496"
5983,Peru,2014,Gross enrollement ratio - Primary (male),101.4
5984,Peru,2014,Gross enrollment ratio - Primary (female),101.4
5985,Peru,2014,Students enrolled in secondary education (thousands),"2,671"
5986,Peru,2014,Gross enrollment ratio - Secondary (male),95.7
5987,Peru,2014,Gross enrollment ratio - Secondary (female),95.5
5988,Peru,2015,Students enrolled in primary education (thousands),"3,513"
5989,Peru,2015,Gross enrollement ratio - Primary (male),101.7
5990,Peru,2015,Gross enrollment ratio - Primary (female),101.7
5991,Peru,2015,Students enrolled in secondary education (thousands),"2,682"
5992,Peru,2015,Gross enrollment ratio - Secondary (male),95.7
5993,Peru,2015,Gross enrollment ratio - Secondary (female),95.8
5994,Peru,2016,Students enrolled in primary education (thousands),"3,577"
5995,Peru,2016,Gross enrollement ratio - Primary (male),103.0
5996,Peru,2016,Gross enrollment ratio - Primary (female),103.3
5997,Peru,2016,Students enrolled in secondary education (thousands),"2,753"
5998,Peru,2016,Gross enrollment ratio - Secondary (male),98.2
5999,Peru,2016,Gross enrollment ratio - Secondary (female),97.9
6000,Philippines,2005,Students enrolled in primary education (thousands),"13,084"
6001,Philippines,2005,Gross enrollement ratio - Primary (male),106.5
6002,Philippines,2005,Gross enrollment ratio - Primary (female),105.4
6003,Philippines,2005,Students enrolled in secondary education (thousands),"6,352"
6004,Philippines,2005,Gross enrollment ratio - Secondary (male),78.3
6005,Philippines,2005,Gross enrollment ratio - Secondary (female),87.6
6006,Philippines,2005,Students enrolled in tertiary education (thousands),"2,403"
6007,Philippines,2005,Gross enrollment ratio - Tertiary (male),24.7
6008,Philippines,2005,Gross enrollment ratio - Tertiary (female),30.4
6009,Philippines,2009,Students enrolled in primary education (thousands),"13,687"
6010,Philippines,2009,Gross enrollement ratio - Primary (male),108.6
6011,Philippines,2009,Gross enrollment ratio - Primary (female),107.5
6012,Philippines,2009,Students enrolled in secondary education (thousands),"6,767"
6013,Philippines,2009,Gross enrollment ratio - Secondary (male),80.9
6014,Philippines,2009,Gross enrollment ratio - Secondary (female),87.5
6015,Philippines,2009,Students enrolled in tertiary education (thousands),"2,625"
6016,Philippines,2009,Gross enrollment ratio - Tertiary (male),25.6
6017,Philippines,2009,Gross enrollment ratio - Tertiary (female),31.6
6018,Philippines,2010,Students enrolled in tertiary education (thousands),"2,774"
6019,Philippines,2010,Gross enrollment ratio - Tertiary (male),26.4
6020,Philippines,2010,Gross enrollment ratio - Tertiary (female),33.0
6021,Philippines,2013,Students enrolled in primary education (thousands),"14,460"
6022,Philippines,2013,Gross enrollement ratio - Primary (male),115.4
6023,Philippines,2013,Gross enrollment ratio - Primary (female),113.7
6024,Philippines,2013,Students enrolled in secondary education (thousands),"7,220"
6025,Philippines,2013,Gross enrollment ratio - Secondary (male),84.0
6026,Philippines,2013,Gross enrollment ratio - Secondary (female),91.5
6027,Philippines,2013,Students enrolled in tertiary education (thousands),"3,317"
6028,Philippines,2013,Gross enrollment ratio - Tertiary (male),29.7
6029,Philippines,2013,Gross enrollment ratio - Tertiary (female),37.5
6030,Philippines,2014,Students enrolled in tertiary education (thousands),"3,563"
6031,Philippines,2014,Gross enrollment ratio - Tertiary (male),31.3
6032,Philippines,2014,Gross enrollment ratio - Tertiary (female),40.1
6033,Philippines,2015,Students enrolled in primary education (thousands),"14,453"
6034,Philippines,2015,Gross enrollement ratio - Primary (male),114.6
6035,Philippines,2015,Gross enrollment ratio - Primary (female),111.3
6036,Philippines,2015,Students enrolled in secondary education (thousands),"7,319"
6037,Philippines,2015,Gross enrollment ratio - Secondary (male),84.8
6038,Philippines,2015,Gross enrollment ratio - Secondary (female),92.1
6039,Philippines,2017,Students enrolled in tertiary education (thousands),"3,589"
6040,Philippines,2017,Gross enrollment ratio - Tertiary (male),30.5
6041,Philippines,2017,Gross enrollment ratio - Tertiary (female),40.3
6042,Poland,2005,Students enrolled in primary education (thousands),"2,724"
6043,Poland,2005,Gross enrollement ratio - Primary (male),94.8
6044,Poland,2005,Gross enrollment ratio - Primary (female),94.3
6045,Poland,2005,Students enrolled in secondary education (thousands),"3,445"
6046,Poland,2005,Gross enrollment ratio - Secondary (male),99.9
6047,Poland,2005,Gross enrollment ratio - Secondary (female),99.3
6048,Poland,2005,Students enrolled in tertiary education (thousands),"2,118"
6049,Poland,2005,Gross enrollment ratio - Tertiary (male),52.9
6050,Poland,2005,Gross enrollment ratio - Tertiary (female),74.7
6051,Poland,2010,Students enrolled in primary education (thousands),"2,235"
6052,Poland,2010,Gross enrollement ratio - Primary (male),97.0
6053,Poland,2010,Gross enrollment ratio - Primary (female),96.2
6054,Poland,2010,Students enrolled in secondary education (thousands),"2,842"
6055,Poland,2010,Gross enrollment ratio - Secondary (male),96.2
6056,Poland,2010,Gross enrollment ratio - Secondary (female),95.8
6057,Poland,2010,Students enrolled in tertiary education (thousands),"2,149"
6058,Poland,2010,Gross enrollment ratio - Tertiary (male),59.6
6059,Poland,2010,Gross enrollment ratio - Tertiary (female),90.8
6060,Poland,2014,Students enrolled in primary education (thousands),"2,153"
6061,Poland,2014,Gross enrollement ratio - Primary (male),99.2
6062,Poland,2014,Gross enrollment ratio - Primary (female),99.4
6063,Poland,2014,Students enrolled in secondary education (thousands),"2,641"
6064,Poland,2014,Gross enrollment ratio - Secondary (male),107.9
6065,Poland,2014,Gross enrollment ratio - Secondary (female),104.3
6066,Poland,2014,Students enrolled in tertiary education (thousands),"1,763"
6067,Poland,2014,Gross enrollment ratio - Tertiary (male),54.2
6068,Poland,2014,Gross enrollment ratio - Tertiary (female),83.2
6069,Poland,2015,Students enrolled in primary education (thousands),"2,306"
6070,Poland,2015,Gross enrollement ratio - Primary (male),104.6
6071,Poland,2015,Gross enrollment ratio - Primary (female),105.4
6072,Poland,2015,Students enrolled in secondary education (thousands),"2,548"
6073,Poland,2015,Gross enrollment ratio - Secondary (male),108.3
6074,Poland,2015,Gross enrollment ratio - Secondary (female),104.8
6075,Poland,2015,Students enrolled in tertiary education (thousands),"1,665"
6076,Poland,2015,Gross enrollment ratio - Tertiary (male),53.3
6077,Poland,2015,Gross enrollment ratio - Tertiary (female),80.7
6078,Poland,2016,Students enrolled in primary education (thousands),"2,481"
6079,Poland,2016,Gross enrollement ratio - Primary (male),109.6
6080,Poland,2016,Gross enrollment ratio - Primary (female),110.6
6081,Poland,2016,Students enrolled in secondary education (thousands),"2,463"
6082,Poland,2016,Gross enrollment ratio - Secondary (male),108.5
6083,Poland,2016,Gross enrollment ratio - Secondary (female),105.5
6084,Poland,2016,Students enrolled in tertiary education (thousands),"1,600"
6085,Poland,2016,Gross enrollment ratio - Tertiary (male),53.2
6086,Poland,2016,Gross enrollment ratio - Tertiary (female),80.6
6087,Portugal,2005,Students enrolled in primary education (thousands),753
6088,Portugal,2005,Gross enrollement ratio - Primary (male),120.3
6089,Portugal,2005,Gross enrollment ratio - Primary (female),114.6
6090,Portugal,2005,Students enrolled in secondary education (thousands),670
6091,Portugal,2005,Gross enrollment ratio - Secondary (male),92.8
6092,Portugal,2005,Gross enrollment ratio - Secondary (female),102.1
6093,Portugal,2005,Students enrolled in tertiary education (thousands),381
6094,Portugal,2005,Gross enrollment ratio - Tertiary (male),47.9
6095,Portugal,2005,Gross enrollment ratio - Tertiary (female),62.6
6096,Portugal,2010,Students enrolled in primary education (thousands),734
6097,Portugal,2010,Gross enrollement ratio - Primary (male),112.7
6098,Portugal,2010,Gross enrollment ratio - Primary (female),109.4
6099,Portugal,2010,Students enrolled in secondary education (thousands),721
6100,Portugal,2010,Gross enrollment ratio - Secondary (male),104.8
6101,Portugal,2010,Gross enrollment ratio - Secondary (female),107.7
6102,Portugal,2010,Students enrolled in tertiary education (thousands),384
6103,Portugal,2010,Gross enrollment ratio - Tertiary (male),59.9
6104,Portugal,2010,Gross enrollment ratio - Tertiary (female),70.7
6105,Portugal,2014,Students enrolled in primary education (thousands),674
6106,Portugal,2014,Gross enrollement ratio - Primary (male),109.8
6107,Portugal,2014,Gross enrollment ratio - Primary (female),105.3
6108,Portugal,2014,Students enrolled in secondary education (thousands),769
6109,Portugal,2014,Gross enrollment ratio - Secondary (male),116.9
6110,Portugal,2014,Gross enrollment ratio - Secondary (female),114.1
6111,Portugal,2014,Students enrolled in tertiary education (thousands),362
6112,Portugal,2014,Gross enrollment ratio - Tertiary (male),60.4
6113,Portugal,2014,Gross enrollment ratio - Tertiary (female),69.9
6114,Portugal,2015,Students enrolled in primary education (thousands),657
6115,Portugal,2015,Gross enrollement ratio - Primary (male),108.5
6116,Portugal,2015,Gross enrollment ratio - Primary (female),104.4
6117,Portugal,2015,Students enrolled in secondary education (thousands),779
6118,Portugal,2015,Gross enrollment ratio - Secondary (male),120.0
6119,Portugal,2015,Gross enrollment ratio - Secondary (female),116.4
6120,Portugal,2015,Students enrolled in tertiary education (thousands),338
6121,Portugal,2015,Gross enrollment ratio - Tertiary (male),57.6
6122,Portugal,2015,Gross enrollment ratio - Tertiary (female),65.3
6123,Portugal,2016,Students enrolled in primary education (thousands),639
6124,Portugal,2016,Gross enrollement ratio - Primary (male),107.1
6125,Portugal,2016,Gross enrollment ratio - Primary (female),103.3
6126,Portugal,2016,Students enrolled in secondary education (thousands),766
6127,Portugal,2016,Gross enrollment ratio - Secondary (male),119.1
6128,Portugal,2016,Gross enrollment ratio - Secondary (female),115.9
6129,Portugal,2016,Students enrolled in tertiary education (thousands),343
6130,Portugal,2016,Gross enrollment ratio - Tertiary (male),59.5
6131,Portugal,2016,Gross enrollment ratio - Tertiary (female),66.4
6132,Puerto Rico,2010,Students enrolled in primary education (thousands),300
6133,Puerto Rico,2010,Gross enrollement ratio - Primary (male),92.5
6134,Puerto Rico,2010,Gross enrollment ratio - Primary (female),95.8
6135,Puerto Rico,2010,Students enrolled in secondary education (thousands),291
6136,Puerto Rico,2010,Gross enrollment ratio - Secondary (male),80.8
6137,Puerto Rico,2010,Gross enrollment ratio - Secondary (female),85.4
6138,Puerto Rico,2010,Students enrolled in tertiary education (thousands),249
6139,Puerto Rico,2010,Gross enrollment ratio - Tertiary (male),69.9
6140,Puerto Rico,2010,Gross enrollment ratio - Tertiary (female),103.2
6141,Puerto Rico,2014,Students enrolled in primary education (thousands),259
6142,Puerto Rico,2014,Gross enrollement ratio - Primary (male),87.4
6143,Puerto Rico,2014,Gross enrollment ratio - Primary (female),88.7
6144,Puerto Rico,2014,Students enrolled in secondary education (thousands),266
6145,Puerto Rico,2014,Gross enrollment ratio - Secondary (male),78.7
6146,Puerto Rico,2014,Gross enrollment ratio - Secondary (female),83.8
6147,Puerto Rico,2014,Students enrolled in tertiary education (thousands),241
6148,Puerto Rico,2014,Gross enrollment ratio - Tertiary (male),70.1
6149,Puerto Rico,2014,Gross enrollment ratio - Tertiary (female),98.8
6150,Puerto Rico,2015,Students enrolled in primary education (thousands),251
6151,Puerto Rico,2015,Gross enrollement ratio - Primary (male),86.0
6152,Puerto Rico,2015,Gross enrollment ratio - Primary (female),87.5
6153,Puerto Rico,2015,Students enrolled in secondary education (thousands),279
6154,Puerto Rico,2015,Gross enrollment ratio - Secondary (male),83.9
6155,Puerto Rico,2015,Gross enrollment ratio - Secondary (female),89.3
6156,Puerto Rico,2015,Students enrolled in tertiary education (thousands),241
6157,Puerto Rico,2015,Gross enrollment ratio - Tertiary (male),70.7
6158,Puerto Rico,2015,Gross enrollment ratio - Tertiary (female),99.4
6159,Qatar,2005,Students enrolled in primary education (thousands),70
6160,Qatar,2005,Gross enrollement ratio - Primary (male),107.1
6161,Qatar,2005,Gross enrollment ratio - Primary (female),103.7
6162,Qatar,2005,Students enrolled in secondary education (thousands),56
6163,Qatar,2005,Gross enrollment ratio - Secondary (male),102.3
6164,Qatar,2005,Gross enrollment ratio - Secondary (female),96.0
6165,Qatar,2005,Students enrolled in tertiary education (thousands),10
6166,Qatar,2005,Gross enrollment ratio - Tertiary (male),8.8
6167,Qatar,2005,Gross enrollment ratio - Tertiary (female),31.1
6168,Qatar,2010,Students enrolled in primary education (thousands),89
6169,Qatar,2010,Gross enrollement ratio - Primary (male),104.7
6170,Qatar,2010,Gross enrollment ratio - Primary (female),105.9
6171,Qatar,2010,Students enrolled in secondary education (thousands),69
6172,Qatar,2010,Gross enrollment ratio - Secondary (male),99.2
6173,Qatar,2010,Gross enrollment ratio - Secondary (female),103.3
6174,Qatar,2010,Students enrolled in tertiary education (thousands),14
6175,Qatar,2010,Gross enrollment ratio - Tertiary (male),4.8
6176,Qatar,2010,Gross enrollment ratio - Tertiary (female),25.6
6177,Qatar,2014,Students enrolled in primary education (thousands),117
6178,Qatar,2014,Gross enrollement ratio - Primary (male),98.0
6179,Qatar,2014,Gross enrollment ratio - Primary (female),100.8
6180,Qatar,2014,Students enrolled in secondary education (thousands),88
6181,Qatar,2014,Gross enrollment ratio - Secondary (male),72.6
6182,Qatar,2014,Gross enrollment ratio - Secondary (female),100.5
6183,Qatar,2014,Students enrolled in tertiary education (thousands),25
6184,Qatar,2014,Gross enrollment ratio - Tertiary (male),6.2
6185,Qatar,2014,Gross enrollment ratio - Tertiary (female),39.2
6186,Qatar,2015,Students enrolled in primary education (thousands),130
6187,Qatar,2015,Gross enrollement ratio - Primary (male),102.4
6188,Qatar,2015,Gross enrollment ratio - Primary (female),103.6
6189,Qatar,2015,Students enrolled in secondary education (thousands),96
6190,Qatar,2015,Gross enrollment ratio - Secondary (male),82.0
6191,Qatar,2015,Gross enrollment ratio - Secondary (female),103.6
6192,Qatar,2015,Students enrolled in tertiary education (thousands),28
6193,Qatar,2015,Gross enrollment ratio - Tertiary (male),6.3
6194,Qatar,2015,Gross enrollment ratio - Tertiary (female),43.9
6195,Qatar,2016,Students enrolled in primary education (thousands),139
6196,Qatar,2016,Gross enrollement ratio - Primary (male),104.0
6197,Qatar,2016,Gross enrollment ratio - Primary (female),103.4
6198,Qatar,2016,Students enrolled in secondary education (thousands),98
6199,Qatar,2016,Gross enrollment ratio - Secondary (male),85.8
6200,Qatar,2016,Gross enrollment ratio - Secondary (female),100.7
6201,Qatar,2016,Students enrolled in tertiary education (thousands),28
6202,Qatar,2016,Gross enrollment ratio - Tertiary (male),6.4
6203,Qatar,2016,Gross enrollment ratio - Tertiary (female),47.1
6204,Republic of Korea,2005,Students enrolled in primary education (thousands),"4,032"
6205,Republic of Korea,2005,Gross enrollement ratio - Primary (male),101.4
6206,Republic of Korea,2005,Gross enrollment ratio - Primary (female),100.7
6207,Republic of Korea,2005,Students enrolled in secondary education (thousands),"3,796"
6208,Republic of Korea,2005,Gross enrollment ratio - Secondary (male),96.0
6209,Republic of Korea,2005,Gross enrollment ratio - Secondary (female),98.2
6210,Republic of Korea,2005,Students enrolled in tertiary education (thousands),"3,210"
6211,Republic of Korea,2005,Gross enrollment ratio - Tertiary (male),110.8
6212,Republic of Korea,2005,Gross enrollment ratio - Tertiary (female),70.9
6213,Republic of Korea,2010,Students enrolled in primary education (thousands),"3,306"
6214,Republic of Korea,2010,Gross enrollement ratio - Primary (male),101.7
6215,Republic of Korea,2010,Gross enrollment ratio - Primary (female),101.7
6216,Republic of Korea,2010,Students enrolled in secondary education (thousands),"3,959"
6217,Republic of Korea,2010,Gross enrollment ratio - Secondary (male),96.6
6218,Republic of Korea,2010,Gross enrollment ratio - Secondary (female),96.1
6219,Republic of Korea,2010,Students enrolled in tertiary education (thousands),"3,270"
6220,Republic of Korea,2010,Gross enrollment ratio - Tertiary (male),116.7
6221,Republic of Korea,2010,Gross enrollment ratio - Tertiary (female),86.8
6222,Republic of Korea,2014,Students enrolled in primary education (thousands),"2,736"
6223,Republic of Korea,2014,Gross enrollement ratio - Primary (male),96.8
6224,Republic of Korea,2014,Gross enrollment ratio - Primary (female),97.3
6225,Republic of Korea,2014,Students enrolled in secondary education (thousands),"3,579"
6226,Republic of Korea,2014,Gross enrollment ratio - Secondary (male),100.5
6227,Republic of Korea,2014,Gross enrollment ratio - Secondary (female),100.5
6228,Republic of Korea,2014,Students enrolled in tertiary education (thousands),"3,318"
6229,Republic of Korea,2014,Gross enrollment ratio - Tertiary (male),105.2
6230,Republic of Korea,2014,Gross enrollment ratio - Tertiary (female),80.2
6231,Republic of Korea,2015,Students enrolled in primary education (thousands),"2,722"
6232,Republic of Korea,2015,Gross enrollement ratio - Primary (male),97.4
6233,Republic of Korea,2015,Gross enrollment ratio - Primary (female),97.8
6234,Republic of Korea,2015,Students enrolled in secondary education (thousands),"3,397"
6235,Republic of Korea,2015,Gross enrollment ratio - Secondary (male),100.1
6236,Republic of Korea,2015,Gross enrollment ratio - Secondary (female),100.3
6237,Republic of Korea,2015,Students enrolled in tertiary education (thousands),"3,268"
6238,Republic of Korea,2015,Gross enrollment ratio - Tertiary (male),104.6
6239,Republic of Korea,2015,Gross enrollment ratio - Tertiary (female),80.6
6240,Republic of Moldova,2005,Students enrolled in primary education (thousands),184
6241,Republic of Moldova,2005,Gross enrollement ratio - Primary (male),98.6
6242,Republic of Moldova,2005,Gross enrollment ratio - Primary (female),97.2
6243,Republic of Moldova,2005,Students enrolled in secondary education (thousands),394
6244,Republic of Moldova,2005,Gross enrollment ratio - Secondary (male),86.2
6245,Republic of Moldova,2005,Gross enrollment ratio - Secondary (female),90.0
6246,Republic of Moldova,2005,Students enrolled in tertiary education (thousands),130
6247,Republic of Moldova,2005,Gross enrollment ratio - Tertiary (male),29.5
6248,Republic of Moldova,2005,Gross enrollment ratio - Tertiary (female),42.9
6249,Republic of Moldova,2010,Students enrolled in primary education (thousands),141
6250,Republic of Moldova,2010,Gross enrollement ratio - Primary (male),93.7
6251,Republic of Moldova,2010,Gross enrollment ratio - Primary (female),93.3
6252,Republic of Moldova,2010,Students enrolled in secondary education (thousands),308
6253,Republic of Moldova,2010,Gross enrollment ratio - Secondary (male),87.0
6254,Republic of Moldova,2010,Gross enrollment ratio - Secondary (female),89.0
6255,Republic of Moldova,2010,Students enrolled in tertiary education (thousands),130
6256,Republic of Moldova,2010,Gross enrollment ratio - Tertiary (male),32.7
6257,Republic of Moldova,2010,Gross enrollment ratio - Tertiary (female),43.7
6258,Republic of Moldova,2014,Students enrolled in primary education (thousands),138
6259,Republic of Moldova,2014,Gross enrollement ratio - Primary (male),93.3
6260,Republic of Moldova,2014,Gross enrollment ratio - Primary (female),92.9
6261,Republic of Moldova,2014,Students enrolled in secondary education (thousands),246
6262,Republic of Moldova,2014,Gross enrollment ratio - Secondary (male),86.8
6263,Republic of Moldova,2014,Gross enrollment ratio - Secondary (female),87.9
6264,Republic of Moldova,2014,Students enrolled in tertiary education (thousands),116
6265,Republic of Moldova,2014,Gross enrollment ratio - Tertiary (male),35.9
6266,Republic of Moldova,2014,Gross enrollment ratio - Tertiary (female),47.3
6267,Republic of Moldova,2015,Students enrolled in primary education (thousands),139
6268,Republic of Moldova,2015,Gross enrollement ratio - Primary (male),92.9
6269,Republic of Moldova,2015,Gross enrollment ratio - Primary (female),91.9
6270,Republic of Moldova,2015,Students enrolled in secondary education (thousands),233
6271,Republic of Moldova,2015,Gross enrollment ratio - Secondary (male),85.8
6272,Republic of Moldova,2015,Gross enrollment ratio - Secondary (female),86.5
6273,Republic of Moldova,2015,Students enrolled in tertiary education (thousands),109
6274,Republic of Moldova,2015,Gross enrollment ratio - Tertiary (male),35.3
6275,Republic of Moldova,2015,Gross enrollment ratio - Tertiary (female),47.4
6276,Republic of Moldova,2016,Students enrolled in primary education (thousands),138
6277,Republic of Moldova,2016,Students enrolled in secondary education (thousands),227
6278,Republic of Moldova,2016,Students enrolled in tertiary education (thousands),103
6279,Romania,2005,Students enrolled in primary education (thousands),970
6280,Romania,2005,Gross enrollement ratio - Primary (male),109.2
6281,Romania,2005,Gross enrollment ratio - Primary (female),107.7
6282,Romania,2005,Students enrolled in secondary education (thousands),"2,090"
6283,Romania,2005,Gross enrollment ratio - Secondary (male),82.9
6284,Romania,2005,Gross enrollment ratio - Secondary (female),84.5
6285,Romania,2005,Students enrolled in tertiary education (thousands),739
6286,Romania,2005,Gross enrollment ratio - Tertiary (male),40.2
6287,Romania,2005,Gross enrollment ratio - Tertiary (female),50.8
6288,Romania,2010,Students enrolled in primary education (thousands),842
6289,Romania,2010,Gross enrollement ratio - Primary (male),98.3
6290,Romania,2010,Gross enrollment ratio - Primary (female),96.8
6291,Romania,2010,Students enrolled in secondary education (thousands),"1,822"
6292,Romania,2010,Gross enrollment ratio - Secondary (male),97.6
6293,Romania,2010,Gross enrollment ratio - Secondary (female),96.8
6294,Romania,2010,Students enrolled in tertiary education (thousands),"1,000"
6295,Romania,2010,Gross enrollment ratio - Tertiary (male),55.3
6296,Romania,2010,Gross enrollment ratio - Tertiary (female),75.9
6297,Romania,2012,Students enrolled in primary education (thousands),807
6298,Romania,2012,Gross enrollement ratio - Primary (male),97.0
6299,Romania,2012,Gross enrollment ratio - Primary (female),95.1
6300,Romania,2012,Students enrolled in secondary education (thousands),"1,714"
6301,Romania,2012,Gross enrollment ratio - Secondary (male),96.8
6302,Romania,2012,Gross enrollment ratio - Secondary (female),95.6
6303,Romania,2012,Students enrolled in tertiary education (thousands),705
6304,Romania,2012,Gross enrollment ratio - Tertiary (male),45.0
6305,Romania,2012,Gross enrollment ratio - Tertiary (female),56.9
6306,Romania,2014,Students enrolled in secondary education (thousands),"1,609"
6307,Romania,2014,Gross enrollment ratio - Secondary (male),93.2
6308,Romania,2014,Gross enrollment ratio - Secondary (female),92.2
6309,Romania,2014,Students enrolled in tertiary education (thousands),579
